YEAR,CITY,ZIPCODE,AVG_INCOME,AVG_PROP,LATITUDE,LONGITUDE,OPPORTUNITY_RATIO
2007,Austin,78613,68146.25459132565,214504.91666666666,30.5052,-97.82029999999999,0.3177288338419539
2007,Austin,78617,32272.767075306485,151372.91666666666,30.174500000000005,-97.61339999999997,0.21320812034785572
2007,Austin,78634,50958.755839124984,167381.16666666666,30.52570000000001,-97.56719999999997,0.30446987534948666
2007,Austin,78653,45205.34698521048,184019.5,30.338799999999996,-97.5323,0.24565635663305965
2007,Austin,78660,53026.71864940269,181838.91666666666,30.442099999999996,-97.6299,0.29166270710359316
2007,Austin,78664,53795.3927305695,157931.33333333334,30.5145,-97.668,0.3406532040880699
2007,Austin,78681,75921.29181976407,220262.91666666666,30.508300000000002,-97.6789,0.3447091181461484
2007,Austin,78701,151042.3600605144,394836.5833333333,30.2713,-97.74260000000002,0.38287943386575124
2007,Austin,78702,26418.78148464975,234522.25,30.2638,-97.71659999999999,0.11267238994902755
2007,Austin,78703,182355.31764468245,650652.6666666666,30.29070000000001,-97.7648,0.28030368139537665
2007,Austin,78704,53329.160935350774,368011.5833333333,30.242799999999992,-97.7658,0.14493380577254958
2007,Austin,78705,49006.8991950939,237495.91666666666,30.289600000000004,-97.7396,0.20639806832967392
2007,Austin,78717,86429.80216975113,263866.4166666667,30.50599999999999,-97.7472,0.3275658056027887
2007,Austin,78719,29870.344827586207,162529.75,30.18020000000001,-97.6667,0.18381635276681565
2007,Austin,78721,21478.555304740406,181067.66666666666,30.272100000000005,-97.68679999999999,0.11862285787587928
2007,Austin,78722,42385.789965721415,279398.1666666667,30.289300000000008,-97.71500000000002,0.15173738570887352
2007,Austin,78723,34206.145656907815,213902.41666666666,30.308499999999995,-97.68489999999998,0.15996227082763328
2007,Austin,78724,27812.33323450934,137002.25,30.295999999999996,-97.63959999999999,0.20306621959019355
2007,Austin,78725,34027.27272727272,126155.75,30.256199999999996,-97.62429999999999,0.26978619048732205
2007,Austin,78726,80489.47544269964,347986.4166666667,30.430000000000003,-97.83259999999997,0.23142992373532714
2007,Austin,78727,59854.73189489426,195041.58333333334,30.425400000000007,-97.7195,0.30693970695148903
2007,Austin,78728,44750.43882292206,181914.33333333334,30.441700000000008,-97.6811,0.2461136042083796
2007,Austin,78729,52102.83528352835,199722.33333333334,30.45209999999999,-97.76880000000001,0.26089053372069354
2007,Austin,78730,206072.38851557722,565117.1666666666,30.360700000000005,-97.82410000000003,0.3646626849537736
2007,Austin,78731,140012.1960573751,485905.1666666667,30.347100000000008,-97.7609,0.28817502816006024
2007,Austin,78732,155568.89984315485,436371.3333333333,30.375200000000003,-97.90070000000001,0.3565994744826178
2007,Austin,78733,193821.2908202623,514542.25,30.33139999999999,-97.86660000000002,0.37671149042036406
2007,Austin,78735,184218.09941934564,404213.5,30.249000000000006,-97.84140000000001,0.4558407958263071
2007,Austin,78741,23655.725367604493,177536.16666666666,30.231499999999997,-97.7223,0.13331845012295376
2007,Austin,78742,25379.032258064515,135968.91666666666,30.231299999999994,-97.6703,0.18692411003325837
2007,Austin,78744,28294.70397502102,142110.08333333334,30.187599999999993,-97.7472,0.1991825512255747
2007,Austin,78745,37825.76466105511,183851.83333333334,30.2063,-97.7956,0.20578915657456476
2007,Austin,78746,279080.6993434112,734044.8333333334,30.2971,-97.81809999999997,0.3802427399827704
2007,Austin,78750,84583.0432428251,274724.0,30.422399999999996,-97.7967,0.3079155652966734
2007,Austin,78751,45317.13478971616,315822.4166666667,30.309300000000004,-97.7242,0.1435350587183142
2007,Austin,78752,29457.83475783477,175151.33333333334,30.331599999999998,-97.70039999999999,0.1682897456303389
2007,Austin,78753,32522.955226967224,155540.83333333334,30.364899999999995,-97.6827,0.2091368975869897
2007,Austin,78754,43902.603990530944,188298.41666666666,30.342300000000005,-97.6673,0.23328870492869722
2007,Austin,78756,64747.31823599524,359836.9166666667,30.322299999999988,-97.73900000000002,0.1799880119208582
2007,Austin,78757,53141.38413142258,273143.0,30.34370000000001,-97.7316,0.1946210065591807
2007,Austin,78758,36798.664719382425,155957.0,30.376399999999993,-97.7078,0.23598443165891245
2007,Austin,78759,81264.54078022549,312645.5,30.403599999999997,-97.75260000000002,0.2599793508691371
2007,Dallas,75201,402407.6907590096,590771.5,32.79039999999999,-96.8044,0.6817919101752191
2007,Dallas,75202,92723.7113402062,220502.66666666666,32.7781,-96.80539999999998,0.4205846295325182
2007,Dallas,75203,23109.939014339874,77922.16666666667,32.745999999999995,-96.807,0.2966929681407148
2007,Dallas,75204,92527.01348747592,266258.5833333333,32.80380000000001,-96.78510000000001,0.3475120155399986
2007,Dallas,75205,421799.2371009837,841996.5833333334,32.82600000000001,-96.78430000000002,0.5010578308240222
2007,Dallas,75206,70549.6497275659,263560.5,32.83100000000001,-96.76919999999997,0.2676944620126471
2007,Dallas,75207,95614.45783132526,88511.41666666667,32.7939,-96.8319,1.0819901088546708
2007,Dallas,75208,44082.53756754757,75705.16666666667,32.749199999999995,-96.83889999999998,0.5823029496442719
2007,Dallas,75209,198882.40053944706,409099.5833333333,32.8456,-96.82600000000001,0.4861589527091323
2007,Dallas,75211,26369.70043611924,81165.58333333333,32.7319,-96.90570000000001,0.32488945383420453
2007,Dallas,75214,107355.78160426494,346116.3333333333,32.824799999999996,-96.74980000000001,0.3101975157499798
2007,Dallas,75216,19078.068478169436,70010.83333333333,32.7086,-96.79549999999999,0.2725149203089801
2007,Dallas,75217,23702.242870874714,70762.75,32.7244,-96.67550000000001,0.33496027464442485
2007,Dallas,75218,70853.99401964972,211400.91666666666,32.84629999999999,-96.6972,0.3351873834966523
2007,Dallas,75219,155818.05304163063,219117.25,32.8132,-96.81420000000001,0.7111679059354659
2007,Dallas,75220,134912.67585100955,193732.5,32.868100000000005,-96.86220000000002,0.6965084661681694
2007,Dallas,75223,33532.40583644383,76261.16666666667,32.7942,-96.74749999999999,0.4399305545581822
2007,Dallas,75224,26895.515890291677,68233.33333333333,32.711400000000005,-96.8387,0.3942009707172797
2007,Dallas,75225,403018.90547263675,847766.4166666666,32.8628,-96.79179999999998,0.47548676439575793
2007,Dallas,75226,47611.222444889776,73389.08333333333,32.7887,-96.7676,0.6487782536338395
2007,Dallas,75227,27800.836042731073,82664.66666666667,32.7672,-96.6836,0.33631225448160723
2007,Dallas,75228,32320.954139066856,99011.58333333333,32.824999999999996,-96.6784,0.326448748377359
2007,Dallas,75229,136150.16685205788,295320.6666666667,32.8958,-96.85879999999999,0.4610482674670622
2007,Dallas,75230,224033.34792761228,436832.1666666667,32.8999,-96.78970000000002,0.5128759953259693
2007,Dallas,75231,61689.76178764669,104757.5,32.875600000000006,-96.7495,0.5889310720463922
2007,Dallas,75232,29812.562598368855,77444.16666666667,32.664699999999996,-96.8384,0.38500415437385266
2007,Dallas,75233,30992.975843755357,92328.75,32.704600000000006,-96.87249999999999,0.3357055043142045
2007,Dallas,75234,53463.000287935494,134237.41666666666,32.92450000000001,-96.89380000000001,0.39827826273310585
2007,Dallas,75235,33473.67699479023,74796.75,32.8252,-96.8388,0.44754747182800503
2007,Dallas,75236,30438.543247344456,129341.58333333333,32.69,-96.91769999999998,0.23533586880079507
2007,Dallas,75237,22986.161164768633,119896.58333333333,32.659,-96.87649999999998,0.19176549367691056
2007,Dallas,75238,67452.7027027027,230855.5,32.877,-96.70799999999998,0.292200171231514
2007,Dallas,75240,81597.92580773833,176528.33333333334,32.937400000000004,-96.7872,0.46225141258335944
2007,Dallas,75241,22003.815175922,89832.25,32.67219999999999,-96.77739999999999,0.24496028820141413
2007,Dallas,75243,44857.52994305909,119884.08333333333,32.9103,-96.72849999999998,0.3742315952461126
2007,Dallas,75244,89108.89350151685,289815.25,32.93220000000001,-96.83529999999998,0.3074749494884064
2007,Dallas,75246,31940.602836879432,78236.0,32.7948,-96.76970000000001,0.4082646298209505
2007,Dallas,75248,114651.50580449776,250432.83333333334,32.96820000000001,-96.79420000000003,0.45781883121020667
2007,Dallas,75249,39291.45299145299,140361.33333333334,32.63600000000001,-96.9493,0.2799372728596043
2007,Dallas,75252,15444.204368254226,284187.3333333333,32.9968,-96.7921,0.054347869139837725
2007,Dallas,75253,26191.968824127416,109121.0,32.68330000000001,-96.5964,0.24002756858334376
2007,Dallas,75287,67153.59197636448,225159.25,33.000499999999995,-96.83140000000002,0.2982564334903728
2007,Fort Worth,76102,887369.0186536902,167618.83333333334,32.75889999999999,-97.32799999999999,5.295197804748848
2007,Fort Worth,76103,32676.522863144288,99177.08333333333,32.74700000000001,-97.2604,0.3295306764703885
2007,Fort Worth,76104,22268.428941272654,80517.08333333333,32.72559999999999,-97.3184,0.2766069807707155
2007,Fort Worth,76106,25362.00638792102,79707.91666666667,32.796800000000005,-97.356,0.3181988329457758
2007,Fort Worth,76107,141128.37076541726,165000.16666666666,32.73919999999999,-97.38519999999998,0.8554575960720593
2007,Fort Worth,76108,48272.084805653714,120584.33333333333,32.782199999999996,-97.4969,0.4003232695760144
2007,Fort Worth,76109,147744.26934097425,285297.4166666667,32.7002,-97.3789,0.517889675156945
